?mondo_class	?label	?mondo_subclass	?subClassOf_source	?xref
MONDO:0003234	optic nerve astrocytoma	MONDO:0003235	NCIT:C6769	NCIT:C7533
MONDO:0003421	mixed cell adenoma	MONDO:0021043	NCIT:C4157	NCIT:C4157
MONDO:0003421	mixed cell adenoma	MONDO:0004972	NCIT:C4157	NCIT:C4157
MONDO:0006140	"cervical mucinous adenocarcinoma, minimal deviation variant"	MONDO:0002742	NCIT:C40206	NCIT:C40206
MONDO:0003631	cervical serous adenocarcinoma	MONDO:0005278	NCIT:C40201	NCIT:C40201
MONDO:0003906	"ovarian yolk sac tumor, hepatoid pattern"	MONDO:0006344	NCIT:C39989	NCIT:C39989
MONDO:0006226	gastric mucosa-associated lymphoid tissue lymphoma	MONDO:0042493	NCIT:C5266	NCIT:C5266
MONDO:0004065	intermediate cell type choroid melanoma	MONDO:0003878	NCIT:C6100	NCIT:C6100
MONDO:0004065	intermediate cell type choroid melanoma	MONDO:0004062	NCIT:C6100	NCIT:C6100
MONDO:0002496	submucosal invasive colon adenocarcinoma	MONDO:0040677	NCIT:C38760	NCIT:C38760
MONDO:0002496	submucosal invasive colon adenocarcinoma	MONDO:0002271	NCIT:C38760	NCIT:C38760
MONDO:0002672	"acinar prostate adenocarcinoma, signet ring variant"	MONDO:0002493	NCIT:C5535	NCIT:C5535
MONDO:0002672	"acinar prostate adenocarcinoma, signet ring variant"	MONDO:0005092	NCIT:C5535	NCIT:C5535
MONDO:0005872	nervous system cancer	MONDO:0021248	NCIT:C4788	NCIT:C35562
MONDO:0005872	nervous system cancer	MONDO:0021248	NCIT:C4788	NCIT:C4788
MONDO:0005872	nervous system cancer	MONDO:0004992	NCIT:C4788	NCIT:C35562
MONDO:0005872	nervous system cancer	MONDO:0004992	NCIT:C4788	NCIT:C4788
MONDO:0000968	kidney lipoma	MONDO:0005106	NCIT:C5101	NCIT:C5101
MONDO:0000968	kidney lipoma	MONDO:0002513	NCIT:C5101	NCIT:C5101
MONDO:0017597	T-cell/histiocyte rich large B cell lymphoma	MONDO:0018905	NCIT:C9496	NCIT:C9496
MONDO:0004234	chronic lymphoproliferative disorder of NK-cells	MONDO:0005169	NCIT:C39591	NCIT:C39591
MONDO:0009993	embryonal rhabdomyosarcoma	MONDO:0005212	NCIT:C8971	NCIT:C8971
MONDO:0002299	glomangioma	MONDO:0018327	NCIT:C4222	NCIT:C4222
MONDO:0002717	spinal cord intramedullary teratoma	MONDO:0002718	NCIT:C5428	NCIT:C5428
MONDO:0002989	benign fibrous histiocytoma	MONDO:0005509	NCIT:C3739	NCIT:C3739
MONDO:0017029	Langerhans cell histiocytosis specific to adulthood	MONDO:0018310	NCIT:C114929	NCIT:C114929
MONDO:0003593	breast liposarcoma	MONDO:0002490	NCIT:C5187	NCIT:C5187
MONDO:0003593	breast liposarcoma	MONDO:0005060	NCIT:C5187	NCIT:C5187
MONDO:0001977	ureteral lymphoma	MONDO:0008627	NCIT:C6175	NCIT:C6175
MONDO:0002698	testicular gonadoblastoma	MONDO:0010768	NCIT:C39911	NCIT:C39911
MONDO:0035942	B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1)	MONDO:0035605	NCIT:C80334	NCIT:C80334
MONDO:0016709	anaplastic/large cell medulloblastoma	MONDO:0007959	NCIT:C129436	NCIT:C6904
MONDO:0016709	anaplastic/large cell medulloblastoma	MONDO:0007959	NCIT:C129436	NCIT:C129436
MONDO:0018531	carcinoma of liver and intrahepatic biliary tract	MONDO:0006181	NCIT:C7927	NCIT:C7927
MONDO:0018531	carcinoma of liver and intrahepatic biliary tract	MONDO:0006181	NCIT:C7927	NCIT:C3828
MONDO:0018531	carcinoma of liver and intrahepatic biliary tract	MONDO:0002691	NCIT:C7927	NCIT:C7927
MONDO:0018531	carcinoma of liver and intrahepatic biliary tract	MONDO:0002691	NCIT:C7927	NCIT:C3828
MONDO:0001756	frontal sinus cancer	MONDO:0001757	NCIT:C3542	NCIT:C3542
MONDO:0004057	micropapillary variant infiltrating bladder urothelial carcinoma	MONDO:0003890	NCIT:C27202	NCIT:C27202
MONDO:0006257	jejunal neuroendocrine tumor G1	MONDO:0000540	NCIT:C6429	NCIT:C6429
MONDO:0006257	jejunal neuroendocrine tumor G1	MONDO:0015064	NCIT:C6429	NCIT:C6429
MONDO:0002360	chondroma	MONDO:0024470	NCIT:C53459	NCIT:C53459
MONDO:0005506	eccrine sweat gland cancer	MONDO:0002090	NCIT:C5559	NCIT:C5559
MONDO:0005506	eccrine sweat gland cancer	MONDO:0002090	NCIT:C5559	NCIT:C27255
MONDO:0005506	eccrine sweat gland cancer	MONDO:0002206	NCIT:C5559	NCIT:C5559
MONDO:0005506	eccrine sweat gland cancer	MONDO:0002206	NCIT:C5559	NCIT:C27255
MONDO:0002488	intraductal breast neoplasm	MONDO:0021100	NCIT:C36083	NCIT:C36083
MONDO:0021463	benign neoplasm of parathyroid gland	MONDO:0021360	NCIT:C3630	NCIT:C3630
MONDO:0003046	anus neoplasm	MONDO:0002519	NCIT:C2877	NCIT:C2877
MONDO:0006422	small intestinal tubulovillous adenoma	MONDO:0021303	NCIT:C43553	NCIT:C43553
MONDO:0006422	small intestinal tubulovillous adenoma	MONDO:0024661	NCIT:C43553	NCIT:C43553
MONDO:0004547	reticular pattern testicular yolk sac tumor	MONDO:0003402	NCIT:C39923	NCIT:C39923
MONDO:0021065	pleural neoplasm	MONDO:0002037	NCIT:C3332	NCIT:C12469
MONDO:0021065	pleural neoplasm	MONDO:0002037	NCIT:C3332	NCIT:C3332
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	MONDO:0004403	NCIT:C7953	NCIT:C7953
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	MONDO:0004963	NCIT:C7953	NCIT:C7953
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	MONDO:0000870	NCIT:C7953	NCIT:C7953
MONDO:0006201	ethmoid sinus adenoid cystic carcinoma	MONDO:0006352	NCIT:C6238	NCIT:C6238
MONDO:0006201	ethmoid sinus adenoid cystic carcinoma	MONDO:0001763	NCIT:C6238	NCIT:C6238
MONDO:0004243	vulvar proximal-type epithelioid sarcoma	MONDO:0004244	NCIT:C40319	NCIT:C40319
MONDO:0006141	cervical villoglandular adenocarcinoma	MONDO:0003204	NCIT:C40208	NCIT:C40208
MONDO:0021169	epithelioid hemangioma	MONDO:0006500	NCIT:C4298	NCIT:C4298
MONDO:0004430	penis mixed squamous cell carcinoma	MONDO:0018352	NCIT:C39959	NCIT:C39959
MONDO:0006195	endometrial polyp	MONDO:0004701	NCIT:C6433	NCIT:C6433
MONDO:0003990	malignant breast myoepithelioma	MONDO:0003158	NCIT:C40395	NCIT:C40395
MONDO:0003990	malignant breast myoepithelioma	MONDO:0002483	NCIT:C40395	NCIT:C40395
MONDO:0003990	malignant breast myoepithelioma	MONDO:0006256	NCIT:C40395	NCIT:C40395
MONDO:0004066	intermediate cell type ciliary body melanoma	MONDO:0003912	NCIT:C6118	NCIT:C6118
MONDO:0005012	cutaneous melanoma	MONDO:0021583	NCIT:C3510	NCIT:C3510
MONDO:0005012	cutaneous melanoma	MONDO:0005105	NCIT:C3510	NCIT:C3510
MONDO:0005012	cutaneous melanoma	MONDO:0002898	NCIT:C3510	NCIT:C3510
MONDO:0002503	adult astrocytic tumor	MONDO:0021636	NCIT:C7049	NCIT:C7049
MONDO:0001056	gastric cancer	MONDO:0002516	NCIT:C9331	NCIT:C9331
MONDO:0001056	gastric cancer	MONDO:0021085	NCIT:C9331	NCIT:C9331
MONDO:0021230	uterine cervix neoplasm	MONDO:0002256	NCIT:C2940	NCIT:C12311
MONDO:0021230	uterine cervix neoplasm	MONDO:0002256	NCIT:C2940	NCIT:C2940
MONDO:0021230	uterine cervix neoplasm	MONDO:0021353	NCIT:C2940	NCIT:C12311
MONDO:0021230	uterine cervix neoplasm	MONDO:0021353	NCIT:C2940	NCIT:C2940
MONDO:0004432	mature pericardial teratoma	MONDO:0003517	NCIT:C6744	NCIT:C6744
MONDO:0003235	optic nerve glioma	MONDO:0016167	NCIT:C4537	NCIT:C4537
MONDO:0003235	optic nerve glioma	MONDO:0002640	NCIT:C4537	NCIT:C4537
MONDO:0003422	lung adenoma	MONDO:0036976	NCIT:C4455	NCIT:C4455
MONDO:0003422	lung adenoma	MONDO:0002732	NCIT:C4455	NCIT:C4455
MONDO:0003422	lung adenoma	MONDO:0004972	NCIT:C4455	NCIT:C4455
MONDO:0009994	alveolar rhabdomyosarcoma	MONDO:0005212	NCIT:C3749	NCIT:C7958
MONDO:0009994	alveolar rhabdomyosarcoma	MONDO:0005212	NCIT:C3749	NCIT:C3749
MONDO:0002894	spinal chordoma	MONDO:0008978	NCIT:C5156	NCIT:C5156
MONDO:0003840	epicardium lipoma	MONDO:0003841	NCIT:C6742	NCIT:C6742
MONDO:0003840	epicardium lipoma	MONDO:0021508	NCIT:C6742	NCIT:C6742
MONDO:0003907	"ovarian yolk sac tumor, polyvesicular vitelline pattern"	MONDO:0006344	NCIT:C39987	NCIT:C39987
MONDO:0006227	gastric neuroendocrine tumor G1	MONDO:0015062	NCIT:C4635	NCIT:C4635
MONDO:0000969	pleural lipoma	MONDO:0021457	NCIT:C6644	NCIT:C6644
MONDO:0000969	pleural lipoma	MONDO:0005106	NCIT:C6644	NCIT:C6644
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	MONDO:0020325	NCIT:C6860	NCIT:C6860
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	MONDO:0000607	NCIT:C6860	NCIT:C6860
MONDO:0006414	skin sarcoma	MONDO:0003363	NCIT:C5585	NCIT:C5585
MONDO:0006414	skin sarcoma	MONDO:0018078	NCIT:C5585	NCIT:C5585
MONDO:0000147	polyposis	MONDO:0021075	NCIT:C4089	NCIT:C4089
MONDO:0002718	central nervous system teratoma	MONDO:0020574	NCIT:C5441	NCIT:C5441
MONDO:0035943	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	MONDO:0035605	NCIT:C80335	NCIT:C80335
MONDO:0001757	frontal sinus neoplasm	MONDO:0005289	NCIT:C4419	NCIT:C4419
MONDO:0005507	gingival cancer	MONDO:0005515	NCIT:C9317	NCIT:C9317
MONDO:0005507	gingival cancer	MONDO:0021086	NCIT:C9317	NCIT:C9317
MONDO:0003594	mixed liposarcoma	MONDO:0005060	NCIT:C4253	NCIT:C4253
MONDO:0002489	malignant breast phyllodes tumor	MONDO:0037003	NCIT:C4504	NCIT:C4504
MONDO:0002489	malignant breast phyllodes tumor	MONDO:0007254	NCIT:C4504	NCIT:C4504
MONDO:0002489	malignant breast phyllodes tumor	MONDO:0021047	NCIT:C4504	NCIT:C4504
MONDO:0021464	benign neoplasm of cecum	MONDO:0005694	NCIT:C4772	NCIT:C4772
MONDO:0021464	benign neoplasm of cecum	MONDO:0002278	NCIT:C4772	NCIT:C4772
MONDO:0004105	childhood epithelioid sarcoma	MONDO:0017387	NCIT:C8095	NCIT:C8095
MONDO:0003431	lipoadenoma	MONDO:0004972	NCIT:C4159	NCIT:C4159
MONDO:0003810	bladder diffuse clear cell adenocarcinoma	MONDO:0003386	NCIT:C39849	NCIT:C39849
MONDO:0044764	benign choroid plexus neoplasm	MONDO:0016717	NCIT:C8405	NCIT:C8405
MONDO:0044764	benign choroid plexus neoplasm	MONDO:0021451	NCIT:C8405	NCIT:C8405
MONDO:0003047	thymic large cell neuroendocrine carcinoma	MONDO:0020516	NCIT:C6461	NCIT:C6461
MONDO:0006423	soft tissue chondroma	MONDO:0002360	NCIT:C9482	NCIT:C9482
MONDO:0000872	B-cell childhood acute lymphoblastic leukemia	MONDO:0020511	NCIT:C9140	NCIT:C9140
MONDO:0000872	B-cell childhood acute lymphoblastic leukemia	MONDO:0000870	NCIT:C9140	NCIT:C9140
MONDO:0004956	metastatic prostate carcinoma	MONDO:0005159	NCIT:C8946	NCIT:C8946
MONDO:0002912	brainstem cancer	MONDO:0003107	NCIT:C3570	NCIT:C4975
MONDO:0002912	brainstem cancer	MONDO:0003107	NCIT:C3570	NCIT:C4869
MONDO:0002912	brainstem cancer	MONDO:0003107	NCIT:C3570	NCIT:C3570
MONDO:0002912	brainstem cancer	MONDO:0003107	NCIT:C3570	NCIT:C5967
MONDO:0002912	brainstem cancer	MONDO:0021228	NCIT:C3570	NCIT:C4975
MONDO:0002912	brainstem cancer	MONDO:0021228	NCIT:C3570	NCIT:C4869
MONDO:0002912	brainstem cancer	MONDO:0021228	NCIT:C3570	NCIT:C3570
MONDO:0002912	brainstem cancer	MONDO:0021228	NCIT:C3570	NCIT:C5967
MONDO:0024499	vascular bone neoplasm	MONDO:0024296	NCIT:C6478	NCIT:C6478
MONDO:0024499	vascular bone neoplasm	MONDO:0019060	NCIT:C6478	NCIT:C6478
MONDO:0003633	malignant mesenchymoma	MONDO:0006854	NCIT:C4268	NCIT:C4268
MONDO:0004244	proximal-type epithelioid sarcoma	MONDO:0017387	NCIT:C27472	NCIT:C27472
MONDO:0004548	adult type testicular granulosa cell tumor	MONDO:0003395	NCIT:C39946	NCIT:C39946
MONDO:0006196	endometrial serous adenocarcinoma	MONDO:0005278	NCIT:C27838	NCIT:C27838
MONDO:0003991	villoglandular endometrial endometrioid adenocarcinoma	MONDO:0003204	NCIT:C27846	NCIT:C27846
MONDO:0003991	villoglandular endometrial endometrioid adenocarcinoma	MONDO:0006192	NCIT:C27846	NCIT:C27846
MONDO:0002914	childhood brain stem neoplasm	MONDO:0002915	NCIT:C5969	NCIT:C5969
MONDO:0004433	papillary carcinoma of the penis	MONDO:0002979	NCIT:C6983	NCIT:C6983
MONDO:0003236	atypical polypoid adenomyoma	MONDO:0005635	NCIT:C6895	NCIT:C6895
MONDO:0021505	benign neoplasm of endocardium	MONDO:0021378	NCIT:C4608	NCIT:C4608
MONDO:0021505	benign neoplasm of endocardium	MONDO:0021450	NCIT:C4608	NCIT:C4608
MONDO:0006612	steroid lipomatosis	MONDO:0006574	NCIT:C27487	NCIT:C27487
MONDO:0003841	heart lipoma	MONDO:0021450	NCIT:C6741	NCIT:C6741
MONDO:0003841	heart lipoma	MONDO:0005106	NCIT:C6741	NCIT:C6741
MONDO:0003908	clivus meningioma	MONDO:0002998	NCIT:C5289	NCIT:C5289
MONDO:0003908	clivus meningioma	MONDO:0002919	NCIT:C5289	NCIT:C5289
MONDO:0006228	gastric papillary adenocarcinoma	MONDO:0002512	NCIT:C5472	NCIT:C5472
MONDO:0004067	gallbladder mucinous adenocarcinoma	MONDO:0004957	NCIT:C5744	NCIT:C5744
MONDO:0004067	gallbladder mucinous adenocarcinoma	MONDO:0006215	NCIT:C5744	NCIT:C5744
MONDO:0005013	dedifferentiated chondrosarcoma	MONDO:0021054	NCIT:C6476	NCIT:C6476
MONDO:0001057	malignant gastric granular cell tumor	MONDO:0001056	NCIT:C5484	NCIT:C5484
MONDO:0001057	malignant gastric granular cell tumor	MONDO:0003252	NCIT:C5484	NCIT:C5484
MONDO:0021231	retina neoplasm	MONDO:0021220	NCIT:C4800	NCIT:C4800
MONDO:0021231	retina neoplasm	MONDO:0005283	NCIT:C4800	NCIT:C4800
MONDO:0002370	ovarian Brenner tumor	MONDO:0002229	NCIT:C3872	NCIT:C3872
MONDO:0002370	ovarian Brenner tumor	MONDO:0002229	NCIT:C3872	NCIT:C39954
MONDO:0002370	ovarian Brenner tumor	MONDO:0024235	NCIT:C3872	NCIT:C3872
MONDO:0002370	ovarian Brenner tumor	MONDO:0024235	NCIT:C3872	NCIT:C39954
MONDO:0006398	retroperitoneal inflammatory myofibroblastic tumor	MONDO:0024645	NCIT:C39741	NCIT:C39741
MONDO:0006398	retroperitoneal inflammatory myofibroblastic tumor	MONDO:0015798	NCIT:C39741	NCIT:C39741
MONDO:0035944	B-lymphoblastic leukemia/lymphoma with hypodiploidy	MONDO:0035605	NCIT:C80338	NCIT:C80338
MONDO:0004236	duodenal somatostatinoma	MONDO:0015063	NCIT:C27407	NCIT:C27407
MONDO:0003360	small intestine leiomyosarcoma	MONDO:0003361	NCIT:C7085	NCIT:C7085
MONDO:0018955	recurrent respiratory papillomatosis	MONDO:0021098	NCIT:C128637	NCIT:C128637
MONDO:0002719	conus medullaris neoplasm	MONDO:0021234	NCIT:C5443	NCIT:C5443
MONDO:0021075	neoplastic polyp	MONDO:0005079	NCIT:C7068	NCIT:C7068
MONDO:0004106	"testicular yolk sac tumor, macrocystic pattern"	MONDO:0003402	NCIT:C39924	NCIT:C39924
MONDO:0021465	benign neoplasm of appendix	MONDO:0001236	NCIT:C4773	NCIT:C4773
MONDO:0000380	paranasal sinus carcinoma	MONDO:0020669	NCIT:C6014	NCIT:C6017
MONDO:0000380	paranasal sinus carcinoma	MONDO:0020669	NCIT:C6014	NCIT:C6014
MONDO:0000380	paranasal sinus carcinoma	MONDO:0020669	NCIT:C6014	NCIT:C8193
MONDO:0000380	paranasal sinus carcinoma	MONDO:0020669	NCIT:C6014	NCIT:C6019
MONDO:0000380	paranasal sinus carcinoma	MONDO:0020669	NCIT:C6014	NCIT:C6018
MONDO:0000380	paranasal sinus carcinoma	MONDO:0056819	NCIT:C6014	NCIT:C6017
MONDO:0000380	paranasal sinus carcinoma	MONDO:0056819	NCIT:C6014	NCIT:C6014
MONDO:0000380	paranasal sinus carcinoma	MONDO:0056819	NCIT:C6014	NCIT:C8193
MONDO:0000380	paranasal sinus carcinoma	MONDO:0056819	NCIT:C6014	NCIT:C6019
MONDO:0000380	paranasal sinus carcinoma	MONDO:0056819	NCIT:C6014	NCIT:C6018
MONDO:0023644	lip and oral cavity carcinoma	MONDO:0002038	NCIT:C9315	NCIT:C9315
MONDO:0021348	neoplasm of testis	MONDO:0002329	NCIT:C3404	NCIT:C3404
MONDO:0021348	neoplasm of testis	MONDO:0002329	NCIT:C3404	NCIT:C12412
MONDO:0021348	neoplasm of testis	MONDO:0024582	NCIT:C3404	NCIT:C3404
MONDO:0021348	neoplasm of testis	MONDO:0024582	NCIT:C3404	NCIT:C12412
MONDO:0006424	soft tissue neoplasm	MONDO:0044334	NCIT:C3377	NCIT:C12471
MONDO:0006424	soft tissue neoplasm	MONDO:0044334	NCIT:C3377	NCIT:C3377
MONDO:0002362	serous surface papilloma	MONDO:0002363	NCIT:C4181	NCIT:C4181
MONDO:0015867	vaginal carcinoma	MONDO:0001402	NCIT:C3917	NCIT:C3917
MONDO:0005374	bone marrow neoplasm	MONDO:0002334	NCIT:C35370	NCIT:C35370
MONDO:0005374	bone marrow neoplasm	MONDO:0003225	NCIT:C35370	NCIT:C35370
MONDO:0006320	non-cutaneous melanoma	MONDO:0005105	NCIT:C8711	NCIT:C8711
MONDO:0003811	ovarian seromucinous tumor	MONDO:0002229	NCIT:C4508	NCIT:C4508
MONDO:0000873	lymphoblastic lymphoma	MONDO:0003538	NCIT:C9360	NCIT:C9360
MONDO:0000873	lymphoblastic lymphoma	MONDO:0018908	NCIT:C9360	NCIT:C9360
MONDO:0003165	cerebellar astrocytoma	MONDO:0021631	NCIT:C9475	NCIT:C9475
MONDO:0003165	cerebellar astrocytoma	MONDO:0002913	NCIT:C9475	NCIT:C9475
MONDO:0021288	carcinoma in situ of hypopharynx	MONDO:0000372	NCIT:C9101	NCIT:C9101
MONDO:0003992	childhood botryoid rhabdomyosarcoma	MONDO:0002578	NCIT:C35574	NCIT:C35574
MONDO:0002728	rhabdoid tumor	MONDO:0005564	NCIT:C3808	NCIT:C3808
MONDO:0002505	childhood astrocytic tumor	MONDO:0021636	NCIT:C9022	NCIT:C9022
MONDO:0017814	primary bone lymphoma	MONDO:0002129	NCIT:C6620	NCIT:C6620
MONDO:0017814	primary bone lymphoma	MONDO:0017207	NCIT:C6620	NCIT:C6620
MONDO:0002915	childhood infratentorial neoplasm	MONDO:0037736	NCIT:C5802	NCIT:C5802
MONDO:0005235	smoldering plasma cell myeloma	MONDO:0009693	NCIT:C7149	NCIT:C7149
MONDO:0700159	canine acanthomatous epulis	MONDO:0700139	NCIT:C134956	NCIT:C134956
MONDO:0044956	paranasal sinus mucoepidermoid carcinoma	MONDO:0003036	NCIT:C6018	NCIT:C6018
MONDO:0044956	paranasal sinus mucoepidermoid carcinoma	MONDO:0000380	NCIT:C6018	NCIT:C6018
MONDO:0003237	adenomyoma of uterine corpus	MONDO:0005635	NCIT:C6338	NCIT:C6338
MONDO:0002401	malignant tenosynovial giant cell tumor	MONDO:0002403	NCIT:C6535	NCIT:C6535
MONDO:0002401	malignant tenosynovial giant cell tumor	MONDO:0002402	NCIT:C6535	NCIT:C6535
MONDO:0002401	malignant tenosynovial giant cell tumor	MONDO:0002522	NCIT:C6535	NCIT:C6535
MONDO:0021506	benign neoplasm of spinal cord	MONDO:0021234	NCIT:C3627	NCIT:C3627
MONDO:0003666	fallopian tube endometrioid adenocarcinoma	MONDO:0005026	NCIT:C6279	NCIT:C6279
MONDO:0003666	fallopian tube endometrioid adenocarcinoma	MONDO:0005026	NCIT:C6279	NCIT:C40111
MONDO:0003666	fallopian tube endometrioid adenocarcinoma	MONDO:0002746	NCIT:C6279	NCIT:C6279
MONDO:0003666	fallopian tube endometrioid adenocarcinoma	MONDO:0002746	NCIT:C6279	NCIT:C40111
MONDO:0003842	childhood cerebellar astrocytic neoplasm	MONDO:0003165	NCIT:C6286	NCIT:C6286
MONDO:0003842	childhood cerebellar astrocytic neoplasm	MONDO:0003263	NCIT:C6286	NCIT:C6286
MONDO:0003909	Bartholin gland adenomyoma	MONDO:0002198	NCIT:C40300	NCIT:C40300
MONDO:0003909	Bartholin gland adenomyoma	MONDO:0036976	NCIT:C40300	NCIT:C40300
MONDO:0006143	cervical squamous cell carcinoma	MONDO:0005096	NCIT:C4028	NCIT:C4028
MONDO:0006143	cervical squamous cell carcinoma	MONDO:0005131	NCIT:C4028	NCIT:C4028
MONDO:0001884	abducens nerve neoplasm	MONDO:0002633	NCIT:C5826	NCIT:C5826
MONDO:0001884	abducens nerve neoplasm	MONDO:0020594	NCIT:C5826	NCIT:C5826
MONDO:0004185	ovarian serous cystadenofibroma	MONDO:0006340	NCIT:C40032	NCIT:C40032
MONDO:0004185	ovarian serous cystadenofibroma	MONDO:0003464	NCIT:C40032	NCIT:C40032
MONDO:0002371	breast pericanalicular fibroadenoma	MONDO:0002056	NCIT:C4272	NCIT:C4272
MONDO:0021474	benign neoplasm of ear	MONDO:0021233	NCIT:C8417	NCIT:C8417
MONDO:0003361	small intestinal sarcoma	MONDO:0000956	NCIT:C5335	NCIT:C5335
MONDO:0035945	B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3)	MONDO:0035605	NCIT:C80340	NCIT:C80340
MONDO:0003868	anterior foramen magnum meningioma	MONDO:0003109	NCIT:C5281	NCIT:C5281
MONDO:0004237	large cell carcinoma with rhabdoid phenotype	MONDO:0003050	NCIT:C6876	NCIT:C6876
MONDO:0021076	pancreatic exocrine neoplasm	MONDO:0021040	NCIT:C4445	NCIT:C4445
MONDO:0004107	splenic manifestation of leukemia	MONDO:0005966	NCIT:C7296	NCIT:C7296
MONDO:0004107	splenic manifestation of leukemia	MONDO:0005059	NCIT:C7296	NCIT:C7296
MONDO:0002194	vestibular papilloma	MONDO:0000643	NCIT:C6376	NCIT:C6376
MONDO:0002194	vestibular papilloma	MONDO:0001825	NCIT:C6376	NCIT:C6376
MONDO:0002194	vestibular papilloma	MONDO:0002195	NCIT:C6376	NCIT:C6376
MONDO:0021297	carcinoma in situ of nasopharynx	MONDO:0000372	NCIT:C9099	NCIT:C9099
MONDO:1010030	pediatric high-grade glioma	MONDO:0100342	NCIT:C202298	NCIT:C202298
MONDO:0003550	esophageal adenosquamous carcinoma	MONDO:0006074	NCIT:C27421	NCIT:C27421
MONDO:0002200	eccrine mixed tumor of skin	MONDO:0021043	NCIT:C4474	NCIT:C4474
MONDO:0019451	chronic neutrophilic leukemia	MONDO:0001014	NCIT:C3179	NCIT:C3179
MONDO:0019451	chronic neutrophilic leukemia	MONDO:0020076	NCIT:C3179	NCIT:C3179
MONDO:0005375	nasopharyngeal neoplasm	MONDO:0004821	NCIT:C3257	NCIT:C3257
MONDO:0005375	nasopharyngeal neoplasm	MONDO:0021246	NCIT:C3257	NCIT:C3257
MONDO:0006321	non-functioning adrenal cortex adenoma	MONDO:0021119	NCIT:C48458	NCIT:C48458
MONDO:0006321	non-functioning adrenal cortex adenoma	MONDO:0003924	NCIT:C48458	NCIT:C48458
MONDO:0044768	vagus nerve paraganglioma	MONDO:0001608	NCIT:C8427	NCIT:C8427
MONDO:0044768	vagus nerve paraganglioma	MONDO:0006239	NCIT:C8427	NCIT:C8427
MONDO:0003812	ovarian endometrial cancer	MONDO:0018364	NCIT:C40051	NCIT:C40051
MONDO:0003812	ovarian endometrial cancer	MONDO:0018364	NCIT:C40051	NCIT:C6257
MONDO:0001651	scrotum squamous cell carcinoma	MONDO:0002650	NCIT:C4643	NCIT:C4643
MONDO:0004363	adult spinal cord glioblastoma	MONDO:0020690	NCIT:C27183	NCIT:C27183
MONDO:0021289	carcinoma in situ of cecum	MONDO:0006029	NCIT:C4594	NCIT:C4594
MONDO:0021289	carcinoma in situ of cecum	MONDO:0004663	NCIT:C4594	NCIT:C4594
MONDO:0002729	rhabdoid tumor of the kidney	MONDO:0002728	NCIT:C8715	NCIT:C8715
MONDO:0021631	brain astrocytoma	MONDO:0021632	NCIT:C60780	NCIT:C60780
MONDO:0021631	brain astrocytoma	MONDO:0019781	NCIT:C60780	NCIT:C60780
MONDO:0002916	brainstem intraparenchymal clear cell meningioma	MONDO:0002918	NCIT:C5295	NCIT:C5295
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	MONDO:0004403	NCIT:C7210	NCIT:C7210
MONDO:0003238	cervical adenomyoma	MONDO:0005635	NCIT:C40231	NCIT:C40231
MONDO:0002402	malignant giant cell tumor	MONDO:0004992	NCIT:C4090	NCIT:C4090
MONDO:0006144	cervical Wilms tumor	MONDO:0006058	NCIT:C40236	NCIT:C40236
MONDO:0006144	cervical Wilms tumor	MONDO:0002974	NCIT:C40236	NCIT:C40236
MONDO:0005602	ovarian teratoma	MONDO:0011366	NCIT:C8110	NCIT:C8110
MONDO:0005602	ovarian teratoma	MONDO:0006233	NCIT:C8110	NCIT:C8110
MONDO:0004832	esophagus leiomyoma	MONDO:0021459	NCIT:C3866	NCIT:C3866
MONDO:0003635	sebaceous breast carcinoma	MONDO:0006962	NCIT:C40369	NCIT:C40369
MONDO:0003843	cerebral hemisphere lipoma	MONDO:0021497	NCIT:C6220	NCIT:C6220
MONDO:0002623	pediatric osteosarcoma	MONDO:0009807	NCIT:C6585	NCIT:C6585
MONDO:0024386	"large cell lung carcinoma, clear cell variant"	MONDO:0003050	NCIT:C4451	NCIT:C4451
MONDO:0009691	mycosis fungoides	MONDO:0000607	NCIT:C3246	NCIT:C3246
MONDO:0003110	skin hemangioma	MONDO:0006500	NCIT:C4905	NCIT:C4905
MONDO:0001059	gastric lymphoma	MONDO:0004699	NCIT:C4636	NCIT:C4636
MONDO:0001059	gastric lymphoma	MONDO:0001056	NCIT:C4636	NCIT:C4636
MONDO:0002372	ovarian monodermal and highly specialized teratoma	MONDO:0003331	NCIT:C8113	NCIT:C8113
MONDO:0021475	benign neoplasm of nasal cavity	MONDO:0004756	NCIT:C4603	NCIT:C4603
MONDO:0004435	liver fibrosarcoma	MONDO:0002397	NCIT:C5832	NCIT:C5832
MONDO:0021662	bile duct neoplasm	MONDO:0002887	NCIT:C2898	NCIT:C2898
MONDO:0006480	"undifferentiated pleomorphic sarcoma, inflammatory variant"	MONDO:0002142	NCIT:C6497	NCIT:C6497
MONDO:0003869	childhood brain stem glioma	MONDO:0002914	NCIT:C9042	NCIT:C9042
