?cls	?clsLabel	?numSuperCls
<http://purl.obolibrary.org/obo/MONDO_0016178>	"peripheral neuropathy associated with monoclonal gammopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0011863>	"prostate cancer aggressiveness quantitative trait locus on chromosome 19"	1
<http://purl.obolibrary.org/obo/MONDO_0005582>	"binge eating disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0007630>	"North Carolina macular dystrophy"	1
<http://purl.obolibrary.org/obo/MONDO_0001652>	"scrotum melanoma"	3
<http://purl.obolibrary.org/obo/MONDO_0009211>	"congenital factor VII deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0009055>	"cutis marmorata telangiectatica congenita (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0023174>	"follicular lymphoreticuloma"	1
<http://purl.obolibrary.org/obo/MONDO_0012350>	"complement factor H deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0001208>	"acute respiratory failure"	2
<http://purl.obolibrary.org/obo/MONDO_0020132>	"cranial nerve and nuclear aplasia"	3
<http://purl.obolibrary.org/obo/MONDO_0021127>	"has a syndromic presentation"	1
<http://purl.obolibrary.org/obo/MONDO_0013704>	"MRT30"	1
<http://purl.obolibrary.org/obo/MONDO_0012851>	"hypophosphatemic nephrolithiasis/osteoporosis 2"	3
<http://purl.obolibrary.org/obo/MONDO_0012850>	"hypophosphatemic nephrolithiasis/osteoporosis 1"	3
<http://purl.obolibrary.org/obo/MONDO_0018122>	"digital anomalies-intellectual disability-short stature syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0001638>	"protein-deficiency anemia"	1
<http://purl.obolibrary.org/obo/MONDO_0005550>	"infectious disease"	1
<http://purl.obolibrary.org/obo/MONDO_0008074>	"nerve growth factor, alpha subunit"	1
<http://purl.obolibrary.org/obo/MONDO_0014701>	"spondyloepiphyseal dysplasia, Stanescu type"	4
<http://purl.obolibrary.org/obo/MONDO_0002355>	"glottis carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0017394>	"ketamine-induced biliary dilatation"	2
<http://purl.obolibrary.org/obo/MONDO_0023175>	"Fontaine farriaux blanckaert syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0010729>	"X-linked intellectual disability, Schimke type"	1
<http://purl.obolibrary.org/obo/MONDO_0007991>	"microcephaly-deafness-intellectual disability syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0007837>	"Johnson neuroectodermal syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0019294>	"mixed dermis disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0013484>	"cataract 36"	3
<http://purl.obolibrary.org/obo/MONDO_0006607>	"sebaceous gland disease"	3
<http://purl.obolibrary.org/obo/MONDO_0014863>	"macrocephaly, dysmorphic facies, and psychomotor retardation; MDFPMR"	1
<http://purl.obolibrary.org/obo/MONDO_0005917>	"placenta disease"	2
<http://purl.obolibrary.org/obo/MONDO_0010708>	"Pallister-W syndrome"	6
<http://purl.obolibrary.org/obo/MONDO_0010769>	"hairy ears, Y-linked"	1
<http://purl.obolibrary.org/obo/MONDO_0010034>	"anosmia for butyl mercaptan"	1
<http://purl.obolibrary.org/obo/MONDO_0002235>	"eyelid neoplasm"	3
<http://purl.obolibrary.org/obo/MONDO_0008706>	"Ackerman syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0005603>	"pancreatic tubular adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0007792>	"familial hypocalciuric hypercalcemia 2"	1
<http://purl.obolibrary.org/obo/MONDO_0005933>	"pulmonary blastoma"	5
<http://purl.obolibrary.org/obo/MONDO_0002226>	"tuberculous oophoritis"	3
<http://purl.obolibrary.org/obo/MONDO_0016621>	"juvenile Huntington disease"	1
<http://purl.obolibrary.org/obo/MONDO_0007791>	"familial hypocalciuric hypercalcemia 1"	1
<http://purl.obolibrary.org/obo/MONDO_0018963>	"hereditary methemoglobinemia"	3
<http://purl.obolibrary.org/obo/MONDO_0003529>	"acute pyelonephritis"	2
<http://purl.obolibrary.org/obo/MONDO_0003682>	"localized chondrosarcoma"	1
<http://purl.obolibrary.org/obo/MONDO_0054844>	"pontocerebellar hypoplasia, type 1d"	1
<http://purl.obolibrary.org/obo/MONDO_0024262>	"massive neonatal aspiration syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0015371>	"linear atrophoderma of Moulin"	2
<http://purl.obolibrary.org/obo/MONDO_0012895>	"torsion dystonia 17"	1
<http://purl.obolibrary.org/obo/MONDO_0007160>	"Stickler syndrome type 1"	3
<http://purl.obolibrary.org/obo/MONDO_0004877>	"transient neonatal thrombocytopenia"	1
<http://purl.obolibrary.org/obo/MONDO_0008059>	"Naegeli-Franceschetti-Jadassohn syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0013530>	"atrial fibrillation, familial, 10"	1
<http://purl.obolibrary.org/obo/MONDO_0001548>	"hepatic coma"	1
<http://purl.obolibrary.org/obo/MONDO_0008841>	"ataxia-telangiectasia with generalized skin pigmentation and early death"	1
<http://purl.obolibrary.org/obo/MONDO_0015876>	"rare vulvovaginal tumor"	1
<http://purl.obolibrary.org/obo/MONDO_0007527>	"Ehlers-Danlos syndrome, periodontitis type"	2
<http://purl.obolibrary.org/obo/MONDO_0015983>	"rare genetic syndromic intellectual disability"	2
<http://purl.obolibrary.org/obo/MONDO_0009378>	"hyper-beta-alaninemia"	4
<http://purl.obolibrary.org/obo/MONDO_0017549>	"humero-radio-ulnar synostosis, bilateral"	1
<http://purl.obolibrary.org/obo/MONDO_0018237>	"acrofacial dysostosis"	2
<http://purl.obolibrary.org/obo/MONDO_0008939>	"isolated cerebellar hypoplasia/agenesis"	3
<http://purl.obolibrary.org/obo/MONDO_0003033>	"prostate angiosarcoma"	3
<http://purl.obolibrary.org/obo/MONDO_0004918>	"central corneal ulcer"	1
<http://purl.obolibrary.org/obo/MONDO_0015696>	"Good syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0001332>	"palindromic rheumatism"	3
<http://purl.obolibrary.org/obo/MONDO_0022912>	"cutis verticis gyrata mental deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0006569>	"leg dermatosis"	1
<http://purl.obolibrary.org/obo/MONDO_0016482>	"silver-Russell syndrome due to maternal uniparental disomy of chromosome 11"	2
<http://purl.obolibrary.org/obo/MONDO_0015101>	"Marin-Amat syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0044202>	"episodic kinesigenic dyskinesia"	1
<http://purl.obolibrary.org/obo/MONDO_0002737>	"acute sanguinous otitis media"	1
<http://purl.obolibrary.org/obo/MONDO_0012766>	"hereditary spastic paraplegia 37"	1
<http://purl.obolibrary.org/obo/MONDO_0021506>	"benign neoplasm of spinal cord"	2
<http://purl.obolibrary.org/obo/MONDO_0019766>	"X-linked intellectual disability, Porteous type"	1
<http://purl.obolibrary.org/obo/MONDO_0005979>	"thoracic outlet syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0019756>	"lobar holoprosencephaly"	1
<http://purl.obolibrary.org/obo/MONDO_0017863>	"digitalis poisoning"	1
<http://purl.obolibrary.org/obo/MONDO_0004756>	"nasal cavity neoplasm"	4
<http://purl.obolibrary.org/obo/MONDO_0007022>	"xanthogranulomatous pyelonephritis"	1
<http://purl.obolibrary.org/obo/MONDO_0001940>	"pleuropneumonia"	2
<http://purl.obolibrary.org/obo/MONDO_0008067>	"nasopharyngeal carcinoma, susceptibility to, 2"	1
<http://purl.obolibrary.org/obo/MONDO_0020035>	"rare otorhinolaryngologic tumor"	2
<http://purl.obolibrary.org/obo/MONDO_0017743>	"disorder of O-N-acetylgalactosaminylglycan synthesis"	1
<http://purl.obolibrary.org/obo/MONDO_0011540>	"spinocerebellar ataxia type 14"	1
<http://purl.obolibrary.org/obo/MONDO_0014211>	"primary ciliary dyskinesia 26"	1
<http://purl.obolibrary.org/obo/MONDO_0004329>	"pancreatic intraductal papillary-mucinous neoplasm with high grade dysplasia"	2
<http://purl.obolibrary.org/obo/MONDO_0019878>	"3q26 microduplication syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0016864>	"Okihiro syndrome due to a point mutation"	1
<http://purl.obolibrary.org/obo/MONDO_0013047>	"glycogen storage disease due to lactate dehydrogenase M-subunit deficiency"	4
<http://purl.obolibrary.org/obo/MONDO_0008556>	"thrombocytopenia, cyclic"	3
<http://purl.obolibrary.org/obo/MONDO_0006000>	"tuberculous peritonitis"	3
<http://purl.obolibrary.org/obo/MONDO_0011348>	"non-syndromic polydactyly"	2
<http://purl.obolibrary.org/obo/MONDO_0002333>	"splenic abscess (disease)"	3
<http://purl.obolibrary.org/obo/MONDO_0020356>	"coloboma of iris (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0016490>	"hemoglobin C-beta-thalassemia syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0015656>	"metabolic disease with epilepsy"	2
<http://purl.obolibrary.org/obo/MONDO_0020481>	"myotonia fluctuans"	1
<http://purl.obolibrary.org/obo/MONDO_0005492>	"urticaria (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0004354>	"neonatal leukemia"	1
<http://purl.obolibrary.org/obo/MONDO_0008476>	"spondyloepimetaphyseal dysplasia, Strudwick type"	5
<http://purl.obolibrary.org/obo/MONDO_0009650>	"inclusion-cell disease"	3
<http://purl.obolibrary.org/obo/MONDO_0019309>	"late-onset junctional epidermolysis bullosa"	1
<http://purl.obolibrary.org/obo/MONDO_0016151>	"qualitative or quantitative defects of perlecan"	1
<http://purl.obolibrary.org/obo/MONDO_0054716>	"microcephaly 19, primary, autosomal recessive"	1
<http://purl.obolibrary.org/obo/MONDO_0000552>	"breast lobular carcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0000676>	"phonagnosia"	1
<http://purl.obolibrary.org/obo/MONDO_0019829>	"congenital anomaly of superior vena cava"	1
<http://purl.obolibrary.org/obo/MONDO_0019033>	"primary cutis verticis gyrata"	1
<http://purl.obolibrary.org/obo/MONDO_0022453>	"angiomyomatous hamartoma"	1
<http://purl.obolibrary.org/obo/MONDO_0014319>	"renal hypodysplasia/aplasia 2"	1
<http://purl.obolibrary.org/obo/MONDO_0001316>	"streptococcal meningitis"	2
<http://purl.obolibrary.org/obo/MONDO_0011468>	"hereditary motor and sensory neuropathy, Okinawa type"	2
<http://purl.obolibrary.org/obo/MONDO_0006201>	"ethmoid sinus adenoid cystic carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0013701>	"MRT32"	1
<http://purl.obolibrary.org/obo/MONDO_0014356>	"mitochondrial complex III deficiency nuclear type 7"	1
<http://purl.obolibrary.org/obo/MONDO_0005650>	"Arenaviridae infectious disease"	1
<http://purl.obolibrary.org/obo/UBERON_0001814>		1
<http://purl.obolibrary.org/obo/MONDO_0006719>	"cystic lymphangioma"	1
<http://purl.obolibrary.org/obo/MONDO_0003233>	"essential tremor"	1
<http://purl.obolibrary.org/obo/MONDO_0005542>	"acute coronary syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0009106>	"diastematomyelia"	1
<http://purl.obolibrary.org/obo/MONDO_0019178>	"auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0044807>	"inherited dystonia"	3
<http://purl.obolibrary.org/obo/MONDO_0015669>	"rare disease with dentinogenesis imperfecta"	2
<http://purl.obolibrary.org/obo/MONDO_0015029>	"reticular perineurioma"	1
<http://purl.obolibrary.org/obo/MONDO_0008490>	"Stickler syndrome type 3"	4
<http://purl.obolibrary.org/obo/MONDO_0010969>	"cone-rod dystrophy 5"	1
<http://purl.obolibrary.org/obo/MONDO_0011656>	"PDB4"	2
<http://purl.obolibrary.org/obo/MONDO_0008900>	"camptodactyly with fibrous tissue hyperplasia and skeletal dysplasia"	1
<http://purl.obolibrary.org/obo/MONDO_0003508>	"choriocarcinoma of testis"	3
<http://purl.obolibrary.org/obo/MONDO_0037792>	"carbohydrate metabolism disease"	1
<http://purl.obolibrary.org/obo/MONDO_0007139>	"Antipyrine metabolism"	1
<http://purl.obolibrary.org/obo/MONDO_0007524>	"autosomal dominant Ehlers-Danlos syndrome, vascular type"	2
<http://purl.obolibrary.org/obo/MONDO_0007223>	"brachydactyly type E1"	1
<http://purl.obolibrary.org/obo/CL_0002494>		1
<http://purl.obolibrary.org/obo/MONDO_0012254>	"multiple epiphyseal dysplasia, with miniepiphyses"	1
<http://purl.obolibrary.org/obo/MONDO_0008613>	"Tuftsin deficiency"	1
<http://purl.obolibrary.org/obo/CL_0000097>		1
<http://purl.obolibrary.org/obo/MONDO_0011865>	"COL4A1-related familial vascular leukoencephalopathy"	2
<http://purl.obolibrary.org/obo/MONDO_0015829>	"non-syndromic uterovaginal malformation"	2
<http://purl.obolibrary.org/obo/MONDO_0007473>	"Duane retraction syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0014216>	"primary ciliary dyskinesia 28"	1
<http://purl.obolibrary.org/obo/MONDO_0015184>	"rare disease involving intestinal motility"	2
<http://purl.obolibrary.org/obo/MONDO_0002936>	"scrotum basal cell carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0022746>	"chromosome 13p duplication"	1
<http://purl.obolibrary.org/obo/MONDO_0002340>	"tactile epilepsy"	1
<http://purl.obolibrary.org/obo/MONDO_0007213>	"Ballard syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0007845>	"Kaposi sarcoma, susceptibility to"	1
<http://purl.obolibrary.org/obo/MONDO_0009136>	"dyskeratosis congenita, autosomal recessive 1"	1
<http://purl.obolibrary.org/obo/MONDO_0014215>	"primary ciliary dyskinesia 27"	1
<http://purl.obolibrary.org/obo/MONDO_0041186>	"Rowell syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0009786>	"OPA6"	1
<http://purl.obolibrary.org/obo/MONDO_0012715>	"MGR12"	3
<http://purl.obolibrary.org/obo/MONDO_0043077>	"weinstein kliman scully syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0022699>	"cerebral palsy spastic hemiplegic"	1
<http://purl.obolibrary.org/obo/MONDO_0011856>	"spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0010137>	"thyroid dyshormonogenesis 5"	1
<http://purl.obolibrary.org/obo/MONDO_0010136>	"thyroid dyshormonogenesis 4"	1
<http://purl.obolibrary.org/obo/MONDO_0006908>	"pituitary apoplexy"	2
<http://purl.obolibrary.org/obo/MONDO_0016072>	"anomaly of puberty or/and menstrual cycle of genetic origin"	2
<http://purl.obolibrary.org/obo/MONDO_0009830>	"parkinsonian-pyramidal syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0014439>	"Bardet-Biedl syndrome 11"	1
<http://purl.obolibrary.org/obo/MONDO_0019413>	"ischio-vertebral syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0011449>	"Salla disease"	2
<http://purl.obolibrary.org/obo/MONDO_0020431>	"juxtaposition of the atrial appendages"	1
<http://purl.obolibrary.org/obo/MONDO_0010084>	"sucrosuria, hiatus hernia and mental retardation"	1
<http://purl.obolibrary.org/obo/MONDO_0008358>	"radial ray hypoplasia-choanal atresia syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0018920>	"peripartum cardiomyopathy"	2
<http://purl.obolibrary.org/obo/MONDO_0010082>	"subaortic stenosis-short stature syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0012395>	"cataract 18"	1
<http://purl.obolibrary.org/obo/MONDO_0017431>	"non-syndromic limb overgrowth"	1
<http://purl.obolibrary.org/obo/MONDO_0015717>	"mild hemophilia B"	1
<http://purl.obolibrary.org/obo/MONDO_0033261>	"deafness, autosomal dominant 34, with or without inflammation"	1
<http://purl.obolibrary.org/obo/MONDO_0016469>	"Ehlers-Danlos syndrome, vascular-like type"	3
<http://purl.obolibrary.org/obo/MONDO_0004507>	"atypical breast papilloma"	1
<http://purl.obolibrary.org/obo/MONDO_0054770>	"orofaciodigital syndrome 18"	1
<http://purl.obolibrary.org/obo/MONDO_0006609>	"seborrheic infantile dermatitis"	2
<http://purl.obolibrary.org/obo/MONDO_0015576>	"rare viral disease"	2
<http://purl.obolibrary.org/obo/MONDO_0007119>	"isolated aniridia"	2
<http://purl.obolibrary.org/obo/MONDO_0017686>	"inborn aminoacylase deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0013138>	"BRV2"	1
<http://purl.obolibrary.org/obo/MONDO_0015272>	"camptodactyly-taurinuria syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0003695>	"ovarian clear cell adenofibroma"	2
<http://purl.obolibrary.org/obo/MONDO_0054842>	"polycystic kidney disease 6 with or without polycystic liver disease"	1
<http://purl.obolibrary.org/obo/MONDO_0019544>	"cocaine intoxication"	1
<http://purl.obolibrary.org/obo/MONDO_0003796>	"rectum Kaposi sarcoma"	2
<http://purl.obolibrary.org/obo/MONDO_0012500>	"chilblain lupus 1"	1
<http://purl.obolibrary.org/obo/MONDO_0016426>	"fusariosis"	2
<http://purl.obolibrary.org/obo/MONDO_0013523>	"Nestor-Guillermo progeria syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0043137>	"isolated microcephaly"	1
<http://purl.obolibrary.org/obo/MONDO_0018717>	"mixed cystic lymphatic malformation"	1
<http://purl.obolibrary.org/obo/MONDO_0003836>	"malignant thyroid stimulating hormone producing neoplasm of pituitary gland"	1
<http://purl.obolibrary.org/obo/MONDO_0011235>	"pelvic dysplasia-arthrogryposis of lower limbs syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0007181>	"axial osteomalacia"	1
<http://purl.obolibrary.org/obo/UBERON_0001815>		1
<http://purl.obolibrary.org/obo/MONDO_0010193>	"Weaver syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0013534>	"apolipoprotein c-III deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0000550>	"extra-adrenal sympathetic paraganglioma"	1
<http://purl.obolibrary.org/obo/MONDO_0001720>	"gonococcal synovitis"	2
<http://purl.obolibrary.org/obo/MONDO_0014995>	"neurodevelopmental disorder with hypotonia, seizures, and absent language; NDHSAL"	1
<http://purl.obolibrary.org/obo/MONDO_0012339>	"celiac disease, susceptibility to, 4"	1
<http://purl.obolibrary.org/obo/MONDO_0013306>	"combined oxidative phosphorylation defect type 7"	2
<http://purl.obolibrary.org/obo/MONDO_0009548>	"renal hypomagnesemia 5 with ocular involvement"	3
<http://purl.obolibrary.org/obo/MONDO_0010102>	"taurodontia-absent teeth-sparse hair syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0019990>	"non-amyloid fibrillary glomerulopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0016547>	"Beckwith-Wiedemann syndrome due to NSD1 mutation"	1
<http://purl.obolibrary.org/obo/MONDO_0016092>	"serous or mucinous cystadenoma of childhood"	1
<http://purl.obolibrary.org/obo/MONDO_0002137>	"noninfectious dermatoses of eyelid"	1
<http://purl.obolibrary.org/obo/MONDO_0009521>	"leukemia, acute myelocytic, with polyposis coli and colon cancer"	1
<http://purl.obolibrary.org/obo/MONDO_0002373>	"benign mesothelioma"	2
<http://purl.obolibrary.org/obo/MONDO_0002112>	"benign peritoneal mesothelioma"	3
<http://purl.obolibrary.org/obo/MONDO_0025459>	"rinderpest"	1
<http://purl.obolibrary.org/obo/MONDO_0015537>	"necrobiotic xanthogranuloma"	1
<http://purl.obolibrary.org/obo/MONDO_0015254>	"schistosomiasis"	2
<http://purl.obolibrary.org/obo/MONDO_0013692>	"BAP1-related tumor predisposition syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0013742>	"familial mesial temporal lobe epilepsy with febrile seizures"	2
<http://purl.obolibrary.org/obo/MONDO_0016462>	"isolated agammaglobulinemia"	1
<http://purl.obolibrary.org/obo/MONDO_0010177>	"retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0018187>	"genetic syndromic Pierre Robin syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0012836>	"SLEB12"	1
<http://purl.obolibrary.org/obo/MONDO_0001409>	"esophagitis (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0005334>	"hereditary nephritis"	2
<http://purl.obolibrary.org/obo/MONDO_0013655>	"intellectual disability, autosomal dominant 8"	1
<http://purl.obolibrary.org/obo/MONDO_0013861>	"amyotrophic lateral sclerosis type 17"	1
<http://purl.obolibrary.org/obo/MONDO_0002041>	"fungal infectious disease"	1
<http://purl.obolibrary.org/obo/MONDO_0008000>	"migraine with or without aura, susceptibility to, 1"	3
<http://purl.obolibrary.org/obo/MONDO_0017904>	"steroid dehydrogenase deficiency-dental anomalies syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0009193>	"epithelial squamous dysplasia, keratinizing desquamative, of urinary tract"	1
<http://purl.obolibrary.org/obo/MONDO_0019844>	"pituitary hormone deficiency secondary to storage disease"	1
